id;owner;buyer
01H7HTRRD3QW3D5RKDBM6CQTS8;44;10
01H7HTRRD396QKDWF8GX4SK4PX;18;89
01H7HTRRD3ZAFSE013QMMW8W2N;98;60
01H7HTRRD4Y2Z40ZZDHE3ZY9AE;6;53
01H7HTRRD4VNHA1DZEZQ0P0A4G;40;5
01H7HTRRD4YC9ZQS8NJZ435M15;37;59
01H7HTRRD4CMD3FKGYKS8QPRE3;60;38
01H7HTRRD5VXZRQJB1W04AVK20;49;28
01H7HTRRD5JRBDEK63PG8TCKCJ;26;81
01H7HTRRD51Y9P94KMFQM8DVH4;69;41
01H7HTRRD5F1017ACTFYTWVNNQ;54;67
01H7HTRRD6ZD0MHQ346VEX3WFG;99;42
01H7HTRRD643C5N93PD63DZ0EA;3;82
01H7HTRRD6T6KMA1AMQ8H9AJX4;80;65
01H7HTRRD66GXN10HTZDVRVE4E;92;88
01H7HTRRD77YJ4BPK4QMXS3DZ5;87;70
01H7HTRRD7T6RKY04785YMKE6Z;56;82
01H7HTRRD71BZWZHNBZB7KEH0Z;3;61
01H7HTRRD7GZGCXCE5GB45P0JK;62;24
01H7HTRRD8E8H0TQYWK4Q7CEVP;93;97
01H7HTRRD87XGYR7XRFRXGH8D3;56;40
01H7HTRRD858P950TE7GZTQ4EK;28;42
01H7HTRRD8BPQ11T64E8BABJ6Q;70;70
01H7HTRRD9CRZ22PEB81Q3RF9M;67;53
01H7HTRRD9Q1D87MG8GJ53GJQH;27;47
01H7HTRRD960GKWMZFY2XZ2RCM;47;61
01H7HTRRD9SZN5EWD27RRDF4K3;23;33
01H7HTRRD9AJSR4RT06CEFDV19;19;84
01H7HTRRDA235HP6HDKJA9DK6Z;55;59
01H7HTRRDA0TC8B0M8YKTTCDEN;16;4
01H7HTRRDAP2E9RCK9GFDCAXM3;84;64
01H7HTRRDBANC4V7D4BF2YSTS9;61;5
01H7HTRRDBBG8HPX504ERQ9RKC;52;92
01H7HTRRDCQCCB5XTBEA8XR03R;22;9
01H7HTRRDCZSFT6XXVHPPPRTZG;88;86
01H7HTRRDC1N86DGBAWGKZSW0R;73;98
01H7HTRRDD6YWDTVN143MNSXCM;44;94
01H7HTRRDDZX74D9510GQAV22M;14;53
01H7HTRRDDRG24VQTY7S1EJR1A;100;97
01H7HTRRDDK3ENN8C7AXHX9C4B;90;78
01H7HTRRDEE8WV68T1C8RR6EPW;75;62
01H7HTRRDEP0Z2XH4P905T8C4J;61;7
01H7HTRRDENABGS58F249X1SFG;87;67
01H7HTRRDFFYQSRBZY3NAA20JT;15;54
01H7HTRRDF3FC1H8E44001MT5C;10;71
01H7HTRRDF9AHTC21CA6TAAXN5;61;69
01H7HTRRDFVJB2DAWNMVKBXB7X;100;48
01H7HTRRDGW4GACPGJTWGNATE8;57;39
01H7HTRRDGXYBBV3008PDPB73F;46;41
01H7HTRRDGE0NVEH45YGW7DB00;15;59
01H7HTRRDHRD84ZYM9WTY9Q1B3;37;49
01H7HTRRDHGCVTB4A0SJH7M0RH;18;88
01H7HTRRDHHDPS3KZD1CEFM6SX;31;66
01H7HTRRDH01YG5P3AQ6P22YA9;90;13
01H7HTRRDJK7K8DQHH532W1R52;69;77
01H7HTRRDJ0WGKZNZ4SF7JTTQ1;99;94
01H7HTRRDKQNFAJPG54VKGKC2A;81;91
01H7HTRRDKA9S2XAX00NAAY1JF;64;29
01H7HTRRDKF3AA3PAGF31ZRE7K;12;53
01H7HTRRDK29FYHXVANNR28MC0;57;31
01H7HTRRDM8679HAFS2M4E66HW;48;67
01H7HTRRDMCBSDDW4DSAGAW77P;2;98
01H7HTRRDM755E5NNPP6ZHJPCJ;51;53
01H7HTRRDN1Z2J505BBCR8A8CR;17;69
01H7HTRRDNBSQ7N33HQDD5WSG9;12;81
01H7HTRRDNTJG5EA6HJYTHYBY9;89;54
01H7HTRRDPYXN000JAYH3AJNNK;25;22
01H7HTRRDTWK0E22W85JM0175R;6;12
01H7HTRRDVJ9VX3CF9B779KW7P;37;100
01H7HTRRDV0846AMC87CC1BNK5;51;85
01H7HTRRDV4TRJ2TGHVN2XGW4R;69;92
01H7HTRRDWME7RAQ8AW0P0Y0GY;64;18
01H7HTRRDWH5GY0R9ZYNNZKKX4;57;62
01H7HTRRDWGN15ABDTSQ8K48P8;29;61
01H7HTRRDWWB7384Z0MYH0GH25;16;37
01H7HTRRDX1HGKF2GATGHBN9T1;28;30
01H7HTRRDXAJR76MM9ER20B9ZG;29;24
01H7HTRRDXZQ1P731BTW3MAVR8;40;18
01H7HTRRDYA4VYR35HB1RCNMK5;55;49
01H7HTRRDY6PC9682YMSH3KQH6;11;18
01H7HTRRDZX8KHDTEX62JHTVR4;79;42
01H7HTRRDZ39TNHQMRRGBY2A0V;17;73
01H7HTRRE04C90FWGYQF5N0HE7;36;3
01H7HTRRE096799EYSA98TCWFQ;85;41
01H7HTRRE1SH8DRSR3AT0E6W6Q;84;43
01H7HTRRE1X1RQKKAAHZF80F4Y;59;34
01H7HTRRE1NRZ3YF0A8RFD5QDY;41;46
01H7HTRRE2GTN6BEJ04K0744Y5;18;36
01H7HTRRE2FBANPEEXXAVC3XCJ;15;7
01H7HTRRE3092PBXTW2YKX476R;96;7
01H7HTRRE3GK5GSQ8PQMQYHSAR;41;75
01H7HTRRE4QVBRCQCV8CHHS29K;79;59
01H7HTRRE4WWVV4MR4PC5169QP;10;46
01H7HTRRE425N4NX1BTFKWBWA2;5;52
01H7HTRRE5P8FYRCPP88PEHT4X;64;53
01H7HTRRE5VCRAAW6MXWWMY562;66;41
01H7HTRRE52D4K6M59AZB4Q1ZG;90;89
01H7HTRRE5VR3ZVGKF5JND8116;60;16
01H7HTRRE61PEADGXHGZDQA4HY;48;34
01H7HTRRE6RPTF7HCR3CVQ359V;58;58
01H7HTRRE696XM0E0XE4XZTC11;60;11
01H7HTRRE75P4EKYTH514MJTD1;47;1
01H7HTRRE78XCWVY2ADHY4VP07;98;2
01H7HTRRE79ZBHBS7NS5ZQR14Z;8;97
01H7HTRRE7ES4BFHVGT2JP8XQN;29;76
01H7HTRRE84Z3S6HEKA8SZ767M;10;83
01H7HTRRE85G0KJ2WSSPWY5GAP;25;24
01H7HTRRE8GV7WSJM44S2WRVE5;59;91
01H7HTRRE93VJQ3BCS5CW7RZ4X;10;9
01H7HTRRE9VECVWX3T5599PP9F;57;90
01H7HTRRE9WZKPD2NRH7EA2HBT;92;97
01H7HTRREAHAMVSFGMPMJY0979;56;72
01H7HTRREAJM0F0KVHQZ5Q93WX;13;33
01H7HTRREAZ5H6XCY4GWK79YSQ;99;77
01H7HTRREBT0DH4DC2TSY4NQJ2;45;61
01H7HTRREB7N08FH86EAJDVXJ4;11;4
01H7HTRREBBWSHZ8Q5BBJ3YK4P;43;77
01H7HTRRECHR2H40M95FCQQA23;80;83
01H7HTRREC30M1DEQJ1YD9D8RV;92;45
01H7HTRRECTYVB4M0HJYPVJF01;27;85
01H7HTRREDEZHWSDJ0MT1J9PXG;57;98
01H7HTRREDZN31295AKNNT5GAH;83;78
01H7HTRREDG6FRHQHN8MQ0TSBF;9;21
01H7HTRREDRSHY4QQPXV0GSN4G;33;4
01H7HTRREETVQWDN0WY35K3TWS;1;42
01H7HTRREEM68S885Z6TGJYN16;51;52
01H7HTRREEFZ21E3V2X20W0WDR;42;57
01H7HTRREFAATBN29P9HBNG3SC;24;40
01H7HTRREFW3P9GCGXKFN5MF9S;19;49
01H7HTRREFWPMY3FR50SQVFHDP;28;93
01H7HTRREFP0VZBDBXHDHSHWZJ;39;38
01H7HTRREG5EKY25FV440Q8HWR;39;74
01H7HTRREG1FM0Y3JYB2EHD129;60;48
01H7HTRREGT0TTJ59KQT6QQR3F;45;9
01H7HTRREG09D76HNMM105KCKS;16;69
01H7HTRREHB7JXK3TKKS7NNKKZ;75;5
01H7HTRREHB33H3T1GCXN70TYJ;69;35
01H7HTRREHCPXRGMXW8Q532YSB;91;40
01H7HTRREHNRH3N29YBQES7K2P;46;2
01H7HTRREJ425NFGH5G5J0RGYD;95;44
01H7HTRREJ457RMR0HYH49H797;16;38
01H7HTRREJMZRHJC226MW08BWM;23;76
01H7HTRREK50FCGQTDFR9NC457;14;1
01H7HTRREKXNEFC5RQP03ZMMZZ;3;16
01H7HTRREKSBFTR5BPGV44NNXC;65;10
01H7HTRREKFRVXSTDY30QWDJ97;94;16
01H7HTRREM5ZC98B2ACHYZ6KHP;96;70
01H7HTRREMVZNHX8QNEMJSJ32Y;44;30
01H7HTRREMAXJJ80QCQ8WPYTFC;10;56
01H7HTRREN00Q0H6HACMZ37777;15;24
01H7HTRREN8VZ90A5DB93C0V1V;80;68
01H7HTRRENXYFWZPFEJ7AEBRZK;40;75
01H7HTRRENHSFBD220P4BX9DMZ;78;81
01H7HTRREPC5TNZCN6YPMG6ZW1;48;98
01H7HTRREPC8XDFGVV1GJDK85X;82;72
01H7HTRREP42SVETKEG7NS0P9V;15;12
01H7HTRREQJ9BVSR6WC8Y53HPQ;43;89
01H7HTRREQG681AW58VF1X67EF;93;94
01H7HTRREQJ7EXX1DKTWS84G0B;62;16
01H7HTRRERX77K3GS76MN7QKDC;42;55
01H7HTRRERAPSF2VS1TYCZA768;77;50
01H7HTRRERAHFESJXGM0SY2WSG;21;62
01H7HTRRER49YB9MQP1DGCVPYV;59;89
01H7HTRRESVKWR732Y2G7E1EY3;14;35
01H7HTRRES75N7B776055J55R6;93;90
01H7HTRRESJPE628B5GF5SXF06;82;50
01H7HTRRET9F07TBP9D061ZF5W;32;50
01H7HTRRETW5HS85VYGF52DBF3;91;81
01H7HTRRETCMQ63PHZCR6XPV8P;82;16
01H7HTRRETR1XAGYYVQM2DN3HE;52;64
01H7HTRREV63PJDR4REN5VKGHP;33;72
01H7HTRREVDT74VM0XDKT6D4MV;44;1
01H7HTRREVWVWG6K56N9RSJ7D5;35;90
01H7HTRREWC1G8HRS4STQZYSEX;93;37
01H7HTRREWFSSN45D9T53HXWHF;63;26
01H7HTRREWHY8KNE90TK40B9PN;59;39
01H7HTRREXGT1GJ1B96DQX35JA;27;18
01H7HTRREX7Z0A6J6GN9AVNAQ6;43;64
01H7HTRREXYYFEDE6FSKFKTMP1;75;77
01H7HTRREYSTGCBVFYBAC0J5D8;95;63
01H7HTRREYE4SBBQCADQCDQVYY;26;22
01H7HTRREYMYMH359ZTFTZ3PQ6;37;79
01H7HTRREYN5MY430YJBSKXPDM;90;15
01H7HTRREZ15X2DZ1Y5WBWBPVE;71;63
01H7HTRREZXNEYAEP5KZAPZ841;80;46
01H7HTRREZ8QA68PY1DVDYTRVZ;51;44
01H7HTRRF03402VBR0VB7M9MYE;66;51
01H7HTRRF0DP9JF02SGV8TM1D2;74;58
01H7HTRRF0YEBK03JPFMZZAZXE;89;93
01H7HTRRF13DEK05AN582SVS3D;26;72
01H7HTRRF1RQ6J6P692NSE064S;87;75
01H7HTRRF13RJY0JFX8SYD2E3A;10;49
01H7HTRRF12NQGHX9ZSNRTGVTT;25;85
01H7HTRRF2YK6J472DZXMCCPKJ;67;76
01H7HTRRF21VKXH8QP0548QN5N;32;89
01H7HTRRF31JSMFEWDRJ6NCVEF;47;17
01H7HTRRF3ZFD9SD7Z1Z97MFV3;27;12
01H7HTRRF3PJ9APXS2RFAVJDFP;19;24
01H7HTRRF4PXREHZVWE12ZN73Z;14;91
01H7HTRRF43ECFZFSSP2ACWWKY;82;13
01H7HTRRF45EPTQ5TWARYFNJT6;75;67
01H7HTRRF5M61BS0C00WAM7M42;2;59
01H7HTRRF5F6J3YM3JAPEQWTZZ;4;50
01H7HTRRF516100Q616CTE99G9;63;96
01H7HTRRF523TD04BPR3RCJYER;10;6
01H7HTRRF6D4NP2CQ4A4R6RZVE;6;11
01H7HTRRF6BV3HNG4Y6Q887Y0F;6;73
01H7HTRRF6H3DQNSDKW6YP5Y8B;5;29
01H7HTRRF7GW92J0DS9MVWT76Y;67;29
01H7HTRRF7TFXWK3Q1VGBSR79E;70;92
01H7HTRRF76C778NWWJ4ZJ80NY;64;92
01H7HTRRF8G6FJ69C5HBYE4BRV;68;38
01H7HTRRF8ADZ1EREWM42KH4NQ;83;3
01H7HTRRF800PN8FQFZ0K03F4R;55;51
01H7HTRRF9FV8DH6YRWR96257R;100;48
01H7HTRRFA711TA3JKBKZZ16K9;33;12
01H7HTRRFAN4VV77E1N7SXBPEC;77;30
01H7HTRRFBYQWQY3WHBZFYM8GM;42;30
01H7HTRRFB48C97TKCX4G0JKEA;96;15
01H7HTRRFB3J6T93GG8W7EC8MW;5;55
01H7HTRRFCTJDHB0VDYX54NQCF;90;47
01H7HTRRFDVBWBBZ6RGGE1J73R;95;87
01H7HTRRFDDMQ994C0JGS42B88;74;65
01H7HTRRFE33JAP8WHSTX83HP2;18;12
01H7HTRRFE68EP315X9AQN443J;16;90
01H7HTRRFE2Z4PRTH5WDWWWQBT;7;90
01H7HTRRFFJQZZ06YEX8DMQY8J;20;40
01H7HTRRFF75JTGPTJFZFA612S;90;5
01H7HTRRFFBGPGMF0857TEZS20;65;58
01H7HTRRFG0ZNZF2VF99QDNHF7;92;6
01H7HTRRFGAGHYK6HDKE40CMJF;65;20
01H7HTRRFG0FF4ZPYDGFQ9JZQE;4;96
01H7HTRRFH1Z8RV93CMMYBH8PT;70;42
01H7HTRRFHYE7VJVG50VCKA088;11;41
01H7HTRRFHKCKEDPYJ8T9FEF23;68;87
01H7HTRRFJKS87VE55Y5DEY235;2;88
01H7HTRRFJY09KWJMX8CNWQHYK;69;30
01H7HTRRFJQ9TPT164TE9CMDVQ;89;66
01H7HTRRFKW4ZG8TTM8EK891AZ;72;73
01H7HTRRFKT67JD3AJCAFVK25W;9;3
01H7HTRRFMQ7QRRPDTYDJ7FG6C;30;87
01H7HTRRFM45ANRAQR6NMR1C65;11;17
01H7HTRRFNMW30TPRRQMYDBARQ;33;67
01H7HTRRFPRKKP5E8Z0WGXCJQV;79;53
01H7HTRRFPC2E6RGKD6MBG113H;24;98
01H7HTRRFQ84EKSMP552D04Z21;30;27
01H7HTRRFQ80QTEE4ZEN7N647A;59;57
01H7HTRRFRCJTJMDDRBANK1PZD;35;1
01H7HTRRFSED0WMWKR9S8KYTV8;89;6
01H7HTRRFS6E21Q5KHM3XWBSC4;73;76
01H7HTRRFT4YY422RX80273S33;98;100
01H7HTRRFTFJX3A219ZT9E3G2Z;27;97
01H7HTRRFVDP5B4WEFVNB8V0DH;41;57
01H7HTRRFV0FNXTQ2N6MRPX3WE;94;53
01H7HTRRFWF2YBBB6D213XQCFK;20;9
01H7HTRRFWS7YR2JV7H9HP3W2J;95;4
01H7HTRRFWD0QAPBP7GTE1P9V0;81;21
01H7HTRRFWDNXQ2JDAS0E1EKJQ;40;85
01H7HTRRFXXXHEK3GJTTGX5TV7;53;83
01H7HTRRFX1HJ3XE0GDHK43EG4;78;90
01H7HTRRFYZ0TP2HCZJ8TJJQ3K;17;89
01H7HTRRFYMM9B1V4FACZE8MJJ;27;15
01H7HTRRFY98BPMTG6HJQ1RTQG;68;53
01H7HTRRFZZB4R68T14Q9N0ZG9;14;82
01H7HTRRFZQ4TX2PDAA8R3TC32;66;21
01H7HTRRFZB4V9BKVT0R4QQDC6;87;62
01H7HTRRG06AWTBJQS1V916N8Y;67;27
01H7HTRRG019WX5GR5WG86T80V;16;29
01H7HTRRG0JS2WTEQ06VF2NRM5;68;73
01H7HTRRG1GVCSZ2CN6J609TT8;56;50
01H7HTRRG1WD69QCX4YP742YFS;57;89
01H7HTRRG1SVAXSSGX6RQGQ94Y;11;88
01H7HTRRG2JQYVF3M788TSDBYZ;88;39
01H7HTRRG2SHR0N42BEN65ZAHG;32;87
01H7HTRRG2DYCX7TDJ0CV3GR80;61;79
01H7HTRRG273S2EFBKM49JKJBJ;54;58
01H7HTRRG352VDJWRN3XK8MCHH;80;30
01H7HTRRG3NXFTBTSBE73SDW86;93;73
01H7HTRRG3RWV9R6CTTXVCHSGT;36;76
01H7HTRRG4KV3VXVE2NZ4ZXFK1;93;57
01H7HTRRG4MES3QT25FMTB883F;42;11
01H7HTRRG4B65JG7Q3TV8N62PF;30;88
01H7HTRRG50P3SBTD4X6QMX2C9;21;19
01H7HTRRG5MQT76HQTD511GRX5;86;63
01H7HTRRG5YK6HRANPE0GBMADC;67;80
01H7HTRRG6CS23T8GX19HS54EJ;41;74
01H7HTRRG672ZG52DV3MWWQ412;2;72
01H7HTRRG6JMYXRH6F844V6P1P;40;73
01H7HTRRG7ZVQ2TT4YXPR7D71X;4;31
01H7HTRRG760KSWVZMHMNKWKHS;34;59
01H7HTRRG72Z2Y7FWZBBNRY4T2;25;25
01H7HTRRG8F3T7V0DWGPY6R4J6;54;83
01H7HTRRG82GN7XTFMCXRWZVTM;50;67
01H7HTRRG8Z8E7QC2EAWM9DR87;82;60
01H7HTRRG9NYC953WY1M6Q223J;36;15
01H7HTRRG931SAYFYDCFK86D20;93;71
01H7HTRRG9DAM46KQ7T66TK4WT;94;26
01H7HTRRGACVX81T18WAY8PT5W;93;94
01H7HTRRGAG5EVP9E17G1DY5DT;37;50
01H7HTRRGBBF1GTC1Q08P4984R;11;44
01H7HTRRGBNG64BS5PYRYVRMQ2;95;69
01H7HTRRGBMQ5RYANYXV06DJ4J;22;9
01H7HTRRGC1KWFNS79K5F40H7X;88;56
01H7HTRRGCVZ9BW016NVGE8BMD;85;21
01H7HTRRGC1KHMF14CJ31SXENZ;8;68
01H7HTRRGD6Y8E2GTVN93JZPY5;74;81
01H7HTRRGDH0GS155WFDBM4QG4;70;83
01H7HTRRGDX13TAF2DJX1BQEVF;46;91
01H7HTRRGEWRX3QX2AB2N9V7S8;66;16
01H7HTRRGEMF2BE6DGSAR9GCNG;21;15
01H7HTRRGEGMZEH9VW34CA0E9V;36;69
01H7HTRRGF8D2RQPAX9SYQ7GJ7;28;28
01H7HTRRGF73KZ9MPQCQVT51ES;11;93
01H7HTRRGFBT4QVQPNDZRB853B;26;97
01H7HTRRGGVPHF82H5BM5ZG48W;86;32
01H7HTRRGHRSJ71DJEJRKSAKWG;26;98
01H7HTRRGHXEKRV63ZJN92Q6DR;63;42
01H7HTRRGH2902Q10PZ0QKFT9P;7;76
01H7HTRRGHEA30ZENTC3F49BXC;62;76
01H7HTRRGJY6DDDTA8FP4R4RDS;43;13
01H7HTRRGJEVXWED4DWM676463;18;45
01H7HTRRGJQJ55003NSZE7MK6C;55;89
01H7HTRRGKWADSM9FMZCGCW955;79;63
01H7HTRRGK5BTAZZYZ37VP17NX;44;42
01H7HTRRGKMFQ4QRPF1S3S4DJN;93;25
01H7HTRRGMEHQ5X0YPKB7CG8T2;91;78
01H7HTRRGM1WC5M7HWERTY629V;55;42
01H7HTRRGMWAE761V2SBAD4NYA;32;1
01H7HTRRGNZ5M9WMYGXKFSFEM5;17;44
01H7HTRRGNG8FAA584XH31S6ZE;26;82
01H7HTRRGN0VMZ00M6JASKRSC8;56;71
01H7HTRRGPEA1KX072XWHHKM73;51;99
01H7HTRRGP3NRG2BN7431AXVA3;73;55
01H7HTRRGPHV7ZM0SNQMVBEM2H;36;3
01H7HTRRGQQBP0ZATPFV1G1BRS;92;23
01H7HTRRGQF2TMV2VMVMD1F6R3;83;5
01H7HTRRGQTW7SK7YTWW2CY1Z3;16;97
01H7HTRRGRATCEAJA1N2H3AA66;23;61
01H7HTRRGRR9HNSWNQFX76K6MX;36;94
01H7HTRRGRTWAYR5TYPXQDC1GF;55;58
01H7HTRRGS3YFYJWC5576RK15T;47;46
01H7HTRRGSGSYNBSY2JFKDS9QQ;8;6
01H7HTRRGS96XBTFFWQ3RESXYQ;73;19
01H7HTRRGTJB04FPMG3XF8HA99;90;84
01H7HTRRGTXA3KGPNFB92M2GTH;76;54
01H7HTRRGV6MWAWMXQ30RBR0XH;15;69
01H7HTRRGVJWWX4F826RD7EHP1;35;40
01H7HTRRH49WYKZ6MRFWJHRCP9;17;36
01H7HTRRH50HYJAAW0CJDGCES6;25;78
01H7HTRRH53J3VN9C57T56K4DM;28;49
01H7HTRRH5MPCB1QDAJV86BYAT;51;18
01H7HTRRH6FETXVKPQVCT31FWB;29;70
01H7HTRRH63S58EN4ZXQWT0D8Y;17;41
01H7HTRRH6HTKC0ZX166DP1YZ3;85;11
01H7HTRRH7775J2WPBKF0VK6AK;56;98
01H7HTRRH79DN4RX01CHCXN9YC;30;11
01H7HTRRH7A8MSJBQP3Q4A8APS;57;76
01H7HTRRH8SC5H7BS3473QRQCB;33;69
01H7HTRRH89E2Q104T0TT1QWCC;93;30
01H7HTRRH811MDA6QMT6F32QYE;53;38
01H7HTRRH9S724AGXWXPXRDSAY;9;33
01H7HTRRH9NYMH2K23Y4SFTYBK;55;19
01H7HTRRH9YDJD7M48TD0E3EWD;91;52
01H7HTRRH9PDFM9W97EHGM29NY;81;3
01H7HTRRHAKKJEXG3WJWFWJZKY;51;87
01H7HTRRHAQS4SJ4TWRS2HWJD1;34;86
01H7HTRRHAZ9FEKTAQ66NH9S7K;34;27
01H7HTRRHANE7A5TVVKNTX9DPE;94;5
01H7HTRRHBP1G6PQ0J97E0KV3F;21;43
01H7HTRRHBSC2AM31CC07FWBXV;16;49
01H7HTRRHBDF4GZR94BJH58PKV;51;90
01H7HTRRHBZKS0GJP0K2HNWN1H;49;57
01H7HTRRHCXC8G5HJSM90ZK5YC;7;66
01H7HTRRHCAZD307H94X2S9FFJ;83;1
01H7HTRRHCJ5MNYVNSYF60DHHC;26;27
01H7HTRRHCVG1JV8N9MN7BE4TB;98;94
01H7HTRRHD5ZSCM5FPGN7PAMTM;59;20
01H7HTRRHD7CPP67JNGKAHFE2X;63;34
01H7HTRRHDZFXYRQGECWYT5FWD;45;54
01H7HTRRHDY2094589JGYDSGA6;12;22
01H7HTRRHEABTC7PD9W2PP20GM;34;10
01H7HTRRHE6DCEBN4RB2CEGE0S;55;37
01H7HTRRHE7FJW69X48J67JBR3;35;40
01H7HTRRHE3YGWY6HY0PY3N6CW;27;82
01H7HTRRHFKGAF1K8TCBF095EX;65;3
01H7HTRRHF6XGJHEA43ZN1RYE0;16;81
01H7HTRRHF7QFZK5FKNW47HGWN;29;48
01H7HTRRHF3V8XR7ADN03TZXM1;61;98
01H7HTRRHGERCZVCM1VHDERV10;38;94
01H7HTRRHGDSE3QWNSVWTRG783;95;22
01H7HTRRHG0KCENMNZHQ4WCN58;39;38
01H7HTRRHHMD10AQWMVY2TT7GZ;42;90
01H7HTRRHHA9XEB0D6R20NAVX0;20;34
01H7HTRRHHEF7X2FE313X5TBVT;61;55
01H7HTRRHJ92QDB04JQTF5KRZS;98;65
01H7HTRRHJREZKYR0MMRSANT2W;89;48
01H7HTRRHJ6RJCA0XZQ4M68250;68;57
01H7HTRRHK4ATCFJEEVQ3WGYYR;7;42
01H7HTRRHKKZ4WVG064QWVX13S;48;52
01H7HTRRHK12Y7HXP37RN3AN3Q;35;78
01H7HTRRHKERBXBEC16J2QHBN1;78;1
01H7HTRRHM3GRDE9MF1P49KXP6;13;28
01H7HTRRHMFHR07J06CJREZXA3;23;65
01H7HTRRHM3T790S8HVRT49VZF;96;45
01H7HTRRHMK62MSFSA3RWVYY48;31;71
01H7HTRRHN2G6C92VNN54H5DYM;50;88
01H7HTRRHN3411SJRMRN40S5Q3;53;73
01H7HTRRHNTQA1NGD48K2V768A;5;72
01H7HTRRHNVQKFVHPM4Y1CRYHZ;54;78
01H7HTRRHPYH2S88TE3SEX9YGB;82;47
01H7HTRRHPQ2YA3ZD0DJA46PQD;4;27
01H7HTRRHP9Y6B8T2C00GX2JA1;27;65
01H7HTRRHPGBKGTBF5N2JHMY6J;89;69
01H7HTRRHQVYBKNNQ7VJ9C2JAS;96;39
01H7HTRRHQGHRPKZJNE97RRDG9;57;43
01H7HTRRHQC3BQEVPS6021WXWP;47;86
01H7HTRRHR2TXVFW2BHVBH56HA;86;97
01H7HTRRHR6QXV1PDSMSHR7YZC;72;38
01H7HTRRHREBA2ZVCS5V53HV57;77;18
01H7HTRRHRJV55JBNSSPW9ABWM;6;8
01H7HTRRHSFB1KBYX27GFF58VJ;4;88
01H7HTRRHSRBT87F9WXKY6A6SS;83;88
01H7HTRRHSSENZAB7ZD5X3TK00;23;7
01H7HTRRHT518YGZYFE9VC1Z8W;62;82
01H7HTRRHTRJ0DABBMCHQDC7MD;32;4
01H7HTRRHTDKC4VT607JH9T31A;5;18
01H7HTRRHVSEKYK1SR9BM2KDWH;18;24
01H7HTRRHVWMCP5ZSF3JE47WZ2;21;24
01H7HTRRHWF4G2WPM5DYX6MX4M;79;36
01H7HTRRHWYNVAC5SWXPVWW3XR;20;12
01H7HTRRHWYJNKRSHSJHDX0QM2;89;89
01H7HTRRHXA23S0ZMFXMK81RXR;26;64
01H7HTRRHX82B3RQ5QAB8A4CAD;7;58
01H7HTRRHYJ53M06NY5E30WNGQ;85;42
01H7HTRRHYRAT9RWY6W6SH69T3;76;96
01H7HTRRHZWT9DEN6PVBSNRJMY;69;53
01H7HTRRHZXF5C40MFCT92THPV;97;75
01H7HTRRJ0557DK3JFYHCSJ6RQ;3;3
01H7HTRRJ0Y54SDKBMTR6J0M1R;20;80
01H7HTRRJ13QAGYFZH48NXH3GT;11;28
01H7HTRRJ1PAYDVHQJJ0SF02XN;27;40
01H7HTRRJ1FMN6YPG3E6GVN7ST;88;11
01H7HTRRJ2ESZAQCNMZG5AAJ7K;91;84
01H7HTRRJ2K1PK0XSRXV65D2XH;58;83
01H7HTRRJ257CXCS8FNRYRYZZB;15;34
01H7HTRRJ22BFCVC6RFKNTC232;54;87
01H7HTRRJ3J0JSEAV3GJNAVMZT;46;28
01H7HTRRJ3VBSKKF4NFE4MS11H;59;76
01H7HTRRJ43VB2TRCZ8C7TQE8S;100;95
01H7HTRRJ42QD5S8QZ1CHW9C7D;58;66
01H7HTRRJ4AH6SVKXNXHG5BSCQ;8;25
01H7HTRRJ5QCA19GCE4Q5A34MY;63;11
01H7HTRRJ5A2X715TAPARG7J74;39;93
01H7HTRRJ6HFJ9ZEQKSWEYN28B;91;33
01H7HTRRJ6RVG5D8N4V7DJZHD7;21;9
01H7HTRRJ6CPA1GW29TD6R8C3H;65;50
01H7HTRRJ78P62XB1NCPNJ97RS;27;87
01H7HTRRJ79FZTVW2HW2T38HC3;25;68
01H7HTRRJ7Z8WYG7SSG8XHRF4M;31;17
01H7HTRRJ83DPFPH2VEKP8JSRV;37;7
01H7HTRRJ8TEHNWR1ZNKWJ5GS7;16;37
01H7HTRRJ8REM0BQT8H2GHCQXJ;91;100
01H7HTRRJ87RQFAEPWRYE5WRDK;62;3
01H7HTRRJ9M7MGTTN2SK1QF4HE;90;84
01H7HTRRJ9YY4B4TXRDWJ8DT03;7;96
01H7HTRRJ9KPYT9RA8YG7Q7MKG;96;64
01H7HTRRJ9040QYNAEMPPQ7ZHJ;51;57
01H7HTRRJAY7BZVNZJPB8YZBVE;67;51
01H7HTRRJAMSCCYPTZSQ442PFQ;71;66
01H7HTRRJAVHDM9T97A91F3Y3Q;14;57
01H7HTRRJBRJ1JA1GMZTHYPAQZ;33;70
01H7HTRRJBAEM9ERG6PEB4RQ3R;58;87
01H7HTRRJBQ8ZTSSX83ZKENS3A;14;57
01H7HTRRJCEK06TQ35M4RYWZH5;82;88
01H7HTRRJCJWDRKZMMAN3JFBQK;68;94
01H7HTRRJC8Z2WF872Q8D0K3MT;35;19
01H7HTRRJCCZCVDSNS21XC9H0T;13;72
01H7HTRRJDD4SS37CKASWY8T6J;88;60
01H7HTRRJEHZKN8TQRMXSXKVG8;97;63
01H7HTRRJFW9QNTD9WQJBC2M19;58;78
01H7HTRRJF34JE898J8829C9XR;41;11
01H7HTRRJF316WJKWJ6B4KGKQN;44;39
